DateUpdated,AgeGroups,Total cases,Confirmed cases,Probable cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
10/27/2020,40-49,9537,9243,294,2165,60,48,12
10/27/2020,50-59,10858,10522,336,2051,191,159,32
10/27/2020,60-69,8347,8099,248,1929,567,483,84
10/27/2020,70-79,5276,5021,255,2024,1009,838,171
10/27/2020,80 and older,7637,6954,683,4652,2750,2142,608
10/28/2020,0-9,1913,1817,96,505,1,1,0
10/28/2020,10-19,4610,4329,281,1003,1,1,0
10/28/2020,20-29,11098,10506,592,2381,4,4,0
10/28/2020,30-39,10624,10153,471,2413,22,22,0
10/28/2020,40-49,9736,9324,412,2211,60,48,12
10/28/2020,50-59,11039,10599,440,2085,191,159,32
10/28/2020,60-69,8422,8134,288,1947,568,484,84
10/28/2020,70-79,5317,5044,273,2040,1009,838,171
10/28/2020,80 and older,7662,6971,691,4667,2753,2145,608
10/29/2020,0-9,1944,1846,98,513,1,1,0
10/29/2020,10-19,4688,4393,295,1020,1,1,0
10/29/2020,20-29,11278,10652,626,2420,4,4,0
10/29/2020,30-39,10750,10246,504,2441,22,22,0
10/29/2020,40-49,9832,9409,423,2232,60,48,12
10/29/2020,50-59,11153,10688,465,2107,191,159,32
10/29/2020,60-69,8502,8201,301,1965,570,486,84
10/29/2020,70-79,5352,5076,276,2053,1010,839,171
10/29/2020,80 and older,7683,6989,694,4680,2757,2148,609
11/01/2020,0-9,2109,1984,125,556,1,1,0
11/01/2020,10-19,5012,4657,355,1090,1,1,0
11/01/2020,20-29,11810,11106,704,2534,4,4,0
11/01/2020,30-39,11254,10674,580,2556,23,23,0
11/01/2020,40-49,10205,9742,463,2317,60,48,12
11/01/2020,50-59,11504,11001,503,2173,191,159,32
11/01/2020,60-69,8708,8387,321,2013,573,488,85
11/01/2020,70-79,5480,5201,279,2103,1011,840,171
11/01/2020,80 and older,7752,7056,696,4722,2763,2154,609
11/02/2020,0-9,2173,2046,127,573,1,1,0
11/02/2020,10-19,5115,4751,364,1112,1,1,0
11/02/2020,20-29,12012,11292,720,2577,4,4,0
11/02/2020,30-39,11440,10852,588,2598,23,23,0
11/02/2020,40-49,10351,9879,472,2350,60,48,12
11/02/2020,50-59,11650,11134,516,2200,193,161,32
11/02/2020,60-69,8789,8462,327,2031,575,490,85
11/02/2020,70-79,5516,5235,281,2116,1012,841,171
11/02/2020,80 and older,7773,7077,696,4735,2766,2157,609
11/03/2020,0-9,2208,2078,130,582,1,1,0
11/03/2020,10-19,5176,4806,370,1126,1,1,0
11/03/2020,20-29,12115,11389,726,2600,4,4,0
11/03/2020,30-39,11535,10935,600,2620,23,23,0
11/03/2020,40-49,10422,9950,472,2366,60,48,12
11/03/2020,50-59,11732,11209,523,2216,193,161,32
11/03/2020,60-69,8831,8503,328,2041,578,493,85
11/03/2020,70-79,5546,5262,284,2128,1014,843,171
11/03/2020,80 and older,7784,7088,696,4742,2771,2162,609
11/04/2020,0-9,2288,2141,147,603,1,1,0
11/04/2020,10-19,5377,4950,427,1169,1,1,0
11/04/2020,20-29,12462,11604,858,2674,4,4,0
11/04/2020,30-39,11812,11100,712,2682,23,23,0
11/04/2020,40-49,10641,10078,563,2416,61,48,13
11/04/2020,50-59,11957,11351,606,2258,194,162,32
11/04/2020,60-69,8977,8579,398,2075,578,493,85
11/04/2020,70-79,5642,5306,336,2165,1016,844,172
11/04/2020,80 and older,7871,7134,737,4795,2778,2168,610
11/05/2020,0-9,2353,2202,151,621,1,1,0
11/05/2020,10-19,5509,5064,445,1198,1,1,0
11/05/2020,20-29,12677,11778,899,2720,4,4,0
11/05/2020,30-39,11979,11251,728,2720,23,23,0
11/05/2020,40-49,10801,10227,574,2452,61,48,13
11/05/2020,50-59,12125,11498,627,2290,195,162,33
11/05/2020,60-69,9054,8655,399,2093,580,495,85
11/05/2020,70-79,5692,5352,340,2184,1018,846,172
11/05/2020,80 and older,7901,7160,741,4813,2788,2177,611
02/09/2021,0-9,14186,13655,531,3742,2,2,0
02/09/2021,10-19,27853,26113,1740,6058,3,3,0
02/09/2021,20-29,45300,41962,3338,9720,8,8,0
02/09/2021,30-39,40710,38026,2684,9245,35,34,1
02/09/2021,40-49,37129,34939,2190,8430,108,88,20
02/09/2021,50-59,41085,38826,2259,7760,356,303,53
02/09/2021,60-69,28354,26993,1361,6553,918,788,130
02/09/2021,70-79,15438,14630,808,5923,1633,1371,262
02/09/2021,80 and older,15345,14031,1314,9347,4263,3402,861
02/10/2021,0-9,14251,13713,538,3759,2,2,0
02/10/2021,10-19,28004,26244,1760,6090,3,3,0
02/10/2021,20-29,45484,42125,3359,9760,8,8,0
02/10/2021,30-39,40847,38148,2699,9276,35,34,1
02/10/2021,40-49,37290,35074,2216,8467,108,88,20
02/10/2021,50-59,41236,38957,2279,7789,357,304,53
02/10/2021,60-69,28458,27088,1370,6577,921,791,130
02/10/2021,70-79,15475,14666,809,5937,1639,1377,262
02/10/2021,80 and older,15368,14057,1311,9361,4281,3418,863
02/11/2021,0-9,14315,13773,542,3776,2,2,0
02/11/2021,10-19,28117,26356,1761,6115,3,3,0
02/11/2021,20-29,45629,42261,3368,9791,8,8,0
02/11/2021,30-39,40984,38271,2713,9307,35,34,1
02/11/2021,40-49,37401,35180,2221,8492,107,87,20
02/11/2021,50-59,41355,39067,2288,7811,359,305,54
02/11/2021,60-69,28535,27158,1377,6595,922,792,130
02/11/2021,70-79,15517,14702,815,5954,1645,1383,262
02/11/2021,80 and older,15398,14088,1310,9380,4300,3435,865
02/14/2021,0-9,14541,13992,549,3835,2,2,0
02/14/2021,10-19,28520,26749,1771,6203,3,3,0
02/14/2021,20-29,46102,42696,3406,9892,8,8,0
02/14/2021,30-39,41472,38723,2749,9418,35,34,1
02/14/2021,40-49,37775,35529,2246,8577,107,87,20
02/14/2021,50-59,41769,39463,2306,7889,365,310,55
02/14/2021,60-69,28833,27447,1386,6664,933,802,131
02/14/2021,70-79,15677,14851,826,6015,1661,1398,263
02/14/2021,80 and older,15460,14139,1321,9417,4333,3461,872
02/15/2021,0-9,14584,14036,548,3847,2,2,0
02/15/2021,10-19,28605,26831,1774,6221,3,3,0
02/15/2021,20-29,46191,42776,3415,9911,8,8,0
02/15/2021,30-39,41569,38810,2759,9440,35,34,1
02/15/2021,40-49,37855,35606,2249,8595,107,87,20
02/15/2021,50-59,41851,39541,2310,7905,365,310,55
02/15/2021,60-69,28891,27498,1393,6678,933,802,131
02/15/2021,70-79,15707,14876,831,6026,1661,1398,263
02/15/2021,80 and older,15477,14154,1323,9428,4335,3462,873
02/16/2021,0-9,14602,14047,555,3851,2,2,0
02/16/2021,10-19,28681,26869,1812,6238,3,3,0
02/16/2021,20-29,46305,42832,3473,9936,9,9,0
02/16/2021,30-39,41656,38863,2793,9460,35,34,1
02/16/2021,40-49,37923,35652,2271,8610,109,89,20
02/16/2021,50-59,41932,39592,2340,7920,367,312,55
05/28/2020,20-29,4702,,,1009,4,,
02/16/2021,60-69,28936,27526,1410,6688,939,808,131
02/16/2021,70-79,15731,14897,834,6036,1670,1405,265
02/16/2021,80 and older,15499,14176,1323,9441,4342,3467,875
02/17/2021,0-9,14631,14068,563,3859,2,2,0
02/17/2021,10-19,28760,26937,1823,6255,3,3,0
02/17/2021,20-29,46393,42911,3482,9955,9,9,0
02/17/2021,30-39,41734,38925,2809,9478,35,34,1
02/17/2021,40-49,38010,35723,2287,8630,109,89,20
02/17/2021,50-59,41993,39640,2353,7932,369,314,55
11/08/2020,0-9,2526,2364,162,666,1,1,0
11/08/2020,10-19,5976,5488,488,1300,1,1,0
11/08/2020,20-29,13419,12428,991,2879,4,4,0
11/08/2020,30-39,12508,11727,781,2841,23,23,0
11/08/2020,40-49,11261,10658,603,2557,62,49,13
11/08/2020,50-59,12562,11913,649,2373,196,163,33
11/08/2020,60-69,9330,8910,420,2156,585,498,87
11/08/2020,70-79,5828,5480,348,2236,1025,852,173
11/08/2020,80 and older,8017,7268,749,4884,2800,2187,613
11/09/2020,0-9,2613,2449,164,689,1,1,0
11/09/2020,10-19,6146,5653,493,1337,1,1,0
11/09/2020,20-29,13749,12748,1001,2950,4,4,0
11/09/2020,30-39,12780,11986,794,2902,23,23,0
11/09/2020,40-49,11450,10845,605,2600,62,49,13
11/09/2020,50-59,12776,12108,668,2413,197,163,34
11/09/2020,60-69,9454,9023,431,2185,587,499,88
11/09/2020,70-79,5909,5557,352,2267,1025,852,173
11/09/2020,80 and older,8075,7319,756,4919,2807,2193,614
11/10/2020,0-9,2718,2549,169,717,1,1,0
11/10/2020,10-19,6357,5847,510,1383,1,1,0
11/10/2020,20-29,14142,13119,1023,3035,4,4,0
11/10/2020,30-39,13081,12263,818,2971,23,23,0
11/10/2020,40-49,11691,11068,623,2654,62,49,13
11/10/2020,50-59,13031,12333,698,2461,199,164,35
11/10/2020,60-69,9591,9151,440,2217,588,499,89
11/10/2020,70-79,5989,5635,354,2298,1028,855,173
11/10/2020,80 and older,8106,7348,758,4938,2810,2195,615
11/11/2020,0-9,2760,2581,179,728,1,1,0
11/11/2020,10-19,6523,5966,557,1419,1,1,0
11/11/2020,20-29,14391,13315,1076,3088,4,4,0
11/11/2020,30-39,13254,12390,864,3010,23,23,0
11/11/2020,40-49,11842,11176,666,2689,63,50,13
11/11/2020,50-59,13189,12451,738,2491,200,165,35
11/11/2020,60-69,9692,9235,457,2240,592,500,92
11/11/2020,70-79,6050,5686,364,2321,1028,854,174
11/11/2020,80 and older,8162,7396,766,4972,2814,2200,614
11/12/2020,0-9,2909,2726,183,767,1,1,0
11/12/2020,10-19,6881,6318,563,1497,1,1,0
11/12/2020,20-29,15016,13910,1106,3222,4,4,0
11/12/2020,30-39,13719,12826,893,3116,23,23,0
11/12/2020,40-49,12234,11555,679,2778,64,50,14
11/12/2020,50-59,13540,12788,752,2557,199,164,35
11/12/2020,60-69,9930,9469,461,2295,592,500,92
11/12/2020,70-79,6144,5775,369,2357,1034,860,174
11/12/2020,80 and older,8236,7467,769,5017,2819,2204,615
11/15/2020,0-9,3188,2995,193,841,1,1,0
11/15/2020,10-19,7540,6926,614,1640,1,1,0
11/15/2020,20-29,15859,14683,1176,3403,4,4,0
11/15/2020,30-39,14424,13487,937,3276,23,23,0
11/15/2020,40-49,12894,12191,703,2928,64,50,14
11/15/2020,50-59,14257,13468,789,2693,199,164,35
11/15/2020,60-69,10367,9881,486,2396,594,503,91
11/15/2020,70-79,6344,5963,381,2434,1037,863,174
11/15/2020,80 and older,8374,7602,772,5101,2836,2218,618
11/16/2020,0-9,3256,3056,200,859,1,1,0
11/16/2020,10-19,7756,7103,653,1687,1,1,0
11/16/2020,20-29,16199,14925,1274,3476,4,4,0
11/16/2020,30-39,14716,13729,987,3342,23,23,0
11/16/2020,40-49,13137,12374,763,2983,64,50,14
11/16/2020,50-59,14510,13673,837,2741,200,165,35
11/16/2020,60-69,10527,10016,511,2433,594,503,91
11/16/2020,70-79,6415,6026,389,2461,1041,867,174
11/16/2020,80 and older,8433,7654,779,5137,2843,2225,618
11/17/2020,0-9,3385,3183,202,893,1,1,0
11/17/2020,10-19,8013,7346,667,1743,1,1,0
11/17/2020,20-29,16605,15313,1292,3563,4,4,0
05/29/2020,40-49,5933,,,1347,52,,
11/17/2020,30-39,15014,14012,1002,3410,23,23,0
11/17/2020,40-49,13404,12635,769,3043,64,50,14
11/17/2020,50-59,14816,13967,849,2798,201,166,35
11/17/2020,60-69,10739,10215,524,2482,596,505,91
11/17/2020,70-79,6513,6117,396,2499,1043,869,174
11/17/2020,80 and older,8502,7720,782,5179,2851,2230,621
02/17/2021,60-69,28995,27581,1414,6702,941,809,132
02/17/2021,70-79,15758,14917,841,6046,1678,1412,266
02/17/2021,80 and older,15514,14188,1326,9450,4350,3473,877
03/21/2021,0-9,16786,16004,782,4427,2,1,1
03/21/2021,10-19,33024,30544,2480,7182,4,4,0
03/21/2021,20-29,51462,46935,4527,11042,9,9,0
03/21/2021,30-39,46046,42442,3604,10457,38,37,1
03/21/2021,40-49,41956,38989,2967,9526,123,101,22
03/21/2021,50-59,45973,43019,2954,8683,402,344,58
03/21/2021,60-69,31495,29730,1765,7279,1003,865,138
03/21/2021,70-79,16612,15680,932,6374,1751,1480,271
03/21/2021,80 and older,15960,14586,1374,9722,4509,3611,898
03/22/2021,0-9,16862,16075,787,4447,2,1,1
03/22/2021,10-19,33179,30671,2508,7216,4,4,0
03/22/2021,20-29,51610,47055,4555,11074,9,9,0
03/22/2021,30-39,46216,42580,3636,10495,38,37,1
03/22/2021,40-49,42096,39110,2986,9558,124,102,22
03/22/2021,50-59,46114,43138,2976,8710,402,344,58
03/22/2021,60-69,31587,29804,1783,7301,1003,865,138
03/22/2021,70-79,16635,15698,937,6382,1755,1482,273
03/22/2021,80 and older,15987,14590,1397,9738,4508,3610,898
03/23/2021,0-9,16963,16129,834,4506,2,1,1
03/23/2021,10-19,33384,30767,2617,7367,4,4,0
03/23/2021,20-29,51887,47166,4721,11149,9,9,0
03/23/2021,30-39,46444,42663,3781,10498,38,37,1
03/23/2021,40-49,42311,39189,3122,9777,124,102,22
03/23/2021,50-59,46308,43224,3084,8916,401,343,58
03/23/2021,60-69,31693,29852,1841,7194,1003,865,138
03/23/2021,70-79,16675,15721,954,6175,1756,1482,274
03/23/2021,80 and older,16013,14609,1404,9697,4515,3612,903
03/24/2021,0-9,17084,16254,830,4538,2,1,1
03/24/2021,10-19,33606,30978,2628,7416,4,4,0
03/24/2021,20-29,52160,47429,4731,11208,9,9,0
03/24/2021,30-39,46694,42907,3787,10554,38,37,1
03/24/2021,40-49,42513,39389,3124,9823,124,102,22
03/24/2021,50-59,46520,43442,3078,8957,401,343,58
03/24/2021,60-69,31796,29956,1840,7217,1006,867,139
03/24/2021,70-79,16702,15747,955,6185,1762,1486,276
03/24/2021,80 and older,16029,14621,1408,9706,4516,3613,903
03/25/2021,0-9,17216,16377,839,4573,2,1,1
03/25/2021,10-19,33890,31220,2670,7479,4,4,0
03/25/2021,20-29,52474,47684,4790,11275,9,9,0
03/25/2021,30-39,46943,43112,3831,10610,38,37,1
03/25/2021,40-49,42751,39590,3161,9878,124,101,23
03/25/2021,50-59,46742,43628,3114,9000,403,344,59
03/25/2021,60-69,31888,30035,1853,7238,1004,866,138
03/25/2021,70-79,16730,15774,956,6196,1764,1488,276
03/25/2021,80 and older,16046,14635,1411,9717,4517,3613,904
03/28/2021,0-9,17484,16626,858,4644,2,1,1
03/28/2021,10-19,34434,31722,2712,7599,4,4,0
05/28/2020,30-39,5829,,,1324,19,,
03/28/2021,20-29,53068,48200,4868,11403,9,9,0
03/28/2021,30-39,47495,43607,3888,10735,39,38,1
03/28/2021,40-49,43156,39978,3178,9972,124,101,23
03/28/2021,50-59,47170,44020,3150,9082,407,345,62
03/28/2021,60-69,32089,30216,1873,7284,1008,869,139
03/28/2021,70-79,16793,15839,954,6219,1767,1492,275
03/28/2021,80 and older,16079,14669,1410,9737,4523,3620,903
03/29/2021,0-9,17600,16733,867,4675,2,1,1
05/29/2020,50-59,7257,,,1371,157,,
11/18/2020,0-9,3526,3315,211,930,1,1,0
11/18/2020,10-19,8294,7590,704,1804,1,1,0
11/18/2020,20-29,17031,15697,1334,3654,4,4,0
11/18/2020,30-39,15384,14329,1055,3494,23,23,0
11/18/2020,40-49,13730,12921,809,3117,64,50,14
11/18/2020,50-59,15185,14309,876,2868,201,166,35
11/18/2020,60-69,10974,10421,553,2536,599,507,92
11/18/2020,70-79,6623,6212,411,2541,1047,870,177
11/18/2020,80 and older,8595,7808,787,5236,2865,2240,625
11/19/2020,0-9,3626,3410,216,956,1,1,0
11/19/2020,10-19,8590,7851,739,1868,1,1,0
11/19/2020,20-29,17437,16039,1398,3742,4,4,0
11/19/2020,30-39,15745,14624,1121,3576,23,23,0
11/19/2020,40-49,14019,13159,860,3183,65,51,14
11/19/2020,50-59,15490,14588,902,2926,202,167,35
11/19/2020,60-69,11159,10596,563,2579,599,508,91
11/19/2020,70-79,6700,6270,430,2571,1055,874,181
11/19/2020,80 and older,8662,7865,797,5276,2878,2249,629
11/22/2020,0-9,3955,3719,236,1043,1,1,0
11/22/2020,10-19,9266,8475,791,2015,1,1,0
11/22/2020,20-29,18413,16923,1490,3951,4,4,0
11/22/2020,30-39,16558,15377,1181,3760,23,23,0
11/22/2020,40-49,14749,13837,912,3349,67,53,14
11/22/2020,50-59,16293,15327,966,3077,202,167,35
11/22/2020,60-69,11665,11069,596,2696,609,516,93
11/22/2020,70-79,6941,6514,427,2663,1063,882,181
11/22/2020,80 and older,8858,8048,810,5396,2901,2268,633
11/23/2020,0-9,3972,3737,235,1048,1,1,0
11/23/2020,10-19,9321,8526,795,2027,1,1,0
11/23/2020,20-29,18502,17007,1495,3970,5,4,1
11/23/2020,30-39,16646,15459,1187,3780,23,23,0
11/23/2020,40-49,14834,13922,912,3368,67,53,14
11/23/2020,50-59,16385,15413,972,3095,203,168,35
11/23/2020,60-69,11714,11116,598,2707,611,518,93
11/23/2020,70-79,6971,6544,427,2675,1065,884,181
11/23/2020,80 and older,8891,8072,819,5416,2905,2270,635
11/24/2020,0-9,4099,3855,244,1081,1,1,0
11/24/2020,10-19,9566,8753,813,2080,1,1,0
11/24/2020,20-29,18805,17286,1519,4035,5,4,1
11/24/2020,30-39,16982,15779,1203,3857,24,24,0
11/24/2020,40-49,15078,14148,930,3423,68,54,14
11/24/2020,50-59,16652,15660,992,3145,205,170,35
11/24/2020,60-69,11904,11292,612,2751,616,522,94
11/24/2020,70-79,7053,6616,437,2706,1075,892,183
11/24/2020,80 and older,8967,8127,840,5462,2931,2289,642
11/26/2020,0-9,4294,4045,249,1133,1,1,0
11/26/2020,10-19,9941,9103,838,2162,1,1,0
11/26/2020,20-29,19444,17905,1539,4172,5,4,1
11/26/2020,30-39,17556,16315,1241,3987,24,24,0
11/26/2020,40-49,15584,14634,950,3538,68,54,14
11/26/2020,50-59,17176,16157,1019,3244,207,172,35
11/26/2020,60-69,12219,11598,621,2824,619,524,95
11/26/2020,70-79,7221,6766,455,2771,1086,900,186
11/26/2020,80 and older,9100,8246,854,5543,2950,2301,649
11/29/2020,0-9,4540,4288,252,1197,1,1,0
11/29/2020,10-19,10446,9622,824,2272,1,1,0
11/29/2020,20-29,20195,18678,1517,4333,5,4,1
11/29/2020,30-39,18244,17003,1241,4143,25,24,1
11/29/2020,40-49,16277,15312,965,3696,71,55,16
11/29/2020,50-59,17886,16860,1026,3378,213,178,35
11/29/2020,60-69,12768,12129,639,2951,628,529,99
11/29/2020,70-79,7492,7028,464,2875,1096,908,188
11/29/2020,80 and older,9397,8542,855,5724,2980,2325,655
11/30/2020,0-9,4625,4373,252,1220,1,1,0
11/30/2020,10-19,10616,9802,814,2309,1,1,0
11/30/2020,20-29,20410,18909,1501,4379,5,4,1
05/29/2020,60-69,6122,,,1415,492,,
11/30/2020,30-39,18475,17250,1225,4196,25,24,1
11/30/2020,40-49,16462,15508,954,3738,71,55,16
11/30/2020,50-59,18126,17116,1010,3424,216,182,34
11/30/2020,60-69,12930,12299,631,2989,629,532,97
11/30/2020,70-79,7599,7133,466,2916,1099,910,189
11/30/2020,80 and older,9461,8606,855,5763,2993,2336,657
02/18/2021,0-9,14728,14165,563,3885,2,2,0
02/18/2021,10-19,28934,27099,1835,6293,3,3,0
02/18/2021,20-29,46612,43117,3495,10002,9,9,0
02/18/2021,30-39,41904,39095,2809,9516,36,35,1
02/18/2021,40-49,38172,35883,2289,8667,109,89,20
02/18/2021,50-59,42176,39819,2357,7966,369,314,55
02/18/2021,60-69,29124,27703,1421,6731,943,811,132
02/18/2021,70-79,15807,14965,842,6065,1680,1414,266
02/18/2021,80 and older,15542,14215,1327,9467,4372,3489,883
02/21/2021,0-9,14905,14340,565,3931,2,2,0
02/21/2021,10-19,29269,27423,1846,6366,3,3,0
02/21/2021,20-29,46977,43458,3519,10080,9,9,0
02/21/2021,30-39,42253,39425,2828,9595,36,35,1
02/21/2021,40-49,38496,36192,2304,8740,111,90,21
02/21/2021,50-59,42505,40139,2366,8028,373,318,55
02/21/2021,60-69,29318,27894,1424,6776,947,816,131
05/23/2020,70-79,3961,,,1520,800,,
02/21/2021,70-79,15902,15065,837,6101,1691,1424,267
02/21/2021,80 and older,15593,14265,1328,9498,4390,3505,885
04/06/2020,30-39,1062,,,241,1,,
02/22/2021,0-9,14966,14366,600,3947,2,2,0
02/22/2021,10-19,29447,27506,1941,6404,3,3,0
02/22/2021,20-29,47238,43549,3689,10136,9,9,0
02/22/2021,30-39,42468,39503,2965,9644,36,35,1
02/22/2021,40-49,38712,36279,2433,8789,112,91,21
02/22/2021,50-59,42716,40215,2501,8068,374,319,55
02/22/2021,60-69,29456,27961,1495,6808,949,817,132
02/22/2021,70-79,15952,15089,863,6120,1693,1426,267
02/22/2021,80 and older,15621,14286,1335,9515,4394,3509,885
02/23/2021,0-9,15035,14424,611,3966,2,2,0
02/23/2021,10-19,29651,27643,2008,6449,3,3,0
02/23/2021,20-29,47514,43671,3843,10195,9,9,0
02/23/2021,30-39,42746,39625,3121,9707,37,36,1
02/23/2021,40-49,38936,36384,2552,8840,112,91,21
02/23/2021,50-59,42918,40302,2616,8106,374,319,55
02/23/2021,60-69,29613,28031,1582,6844,951,819,132
02/23/2021,70-79,16008,15130,878,6142,1697,1430,267
02/23/2021,80 and older,15650,14306,1344,9533,4410,3521,889
02/24/2021,0-9,15104,14484,620,3984,2,2,0
02/24/2021,10-19,29777,27749,2028,6476,3,3,0
02/24/2021,20-29,47723,43836,3887,10240,9,9,0
02/24/2021,30-39,42881,39736,3145,9738,37,36,1
02/24/2021,40-49,39079,36506,2573,8873,112,91,21
02/24/2021,50-59,43058,40429,2629,8133,378,323,55
02/24/2021,60-69,29706,28111,1595,6866,957,824,133
02/24/2021,70-79,16040,15159,881,6154,1699,1432,267
02/24/2021,80 and older,15661,14313,1348,9540,4417,3528,889
02/25/2021,0-9,15162,14541,621,3999,2,2,0
02/25/2021,10-19,29870,27817,2053,6496,3,3,0
02/25/2021,20-29,47879,43955,3924,10274,9,9,0
02/25/2021,30-39,42995,39819,3176,9764,38,37,1
02/25/2021,40-49,39207,36605,2602,8902,114,93,21
02/25/2021,50-59,43175,40532,2643,8155,380,324,56
02/25/2021,60-69,29775,28165,1610,6882,956,823,133
02/25/2021,70-79,16085,15200,885,6171,1701,1434,267
02/25/2021,80 and older,15677,14325,1352,9550,4419,3529,890
02/28/2021,0-9,15369,14735,634,4054,1,1,0
02/28/2021,10-19,30311,28213,2098,6592,3,3,0
02/28/2021,20-29,48371,44383,3988,10379,9,9,0
02/28/2021,30-39,43360,40131,3229,9847,38,37,1
05/29/2020,70-79,4076,,,1564,837,,
12/01/2020,0-9,4765,4509,256,1257,1,1,0
12/01/2020,10-19,10950,10070,880,2381,1,1,0
12/01/2020,20-29,20900,19334,1566,4485,5,4,1
12/01/2020,30-39,18868,17617,1251,4285,25,24,1
12/01/2020,40-49,16855,15878,977,3827,72,56,16
12/01/2020,50-59,18499,17470,1029,3494,219,185,34
12/01/2020,60-69,13233,12597,636,3059,632,534,98
12/01/2020,70-79,7745,7275,470,2972,1108,919,189
12/01/2020,80 and older,9561,8689,872,5824,3028,2364,664
12/02/2020,0-9,5065,4804,261,1336,1,1,0
12/02/2020,10-19,11513,10633,880,2504,1,1,0
12/02/2020,20-29,21720,20141,1579,4661,5,4,1
12/02/2020,30-39,19590,18339,1251,4449,25,24,1
12/02/2020,40-49,17582,16617,965,3992,72,56,16
12/02/2020,50-59,19215,18177,1038,3629,220,185,35
12/02/2020,60-69,13732,13092,640,3174,635,538,97
12/02/2020,70-79,7996,7525,471,3068,1107,922,185
12/02/2020,80 and older,9706,8826,880,5912,3045,2381,664
12/03/2020,0-9,5141,4877,264,1356,2,2,0
12/03/2020,10-19,11682,10776,906,2541,1,1,0
12/03/2020,20-29,21970,20366,1604,4714,6,5,1
12/03/2020,30-39,19797,18517,1280,4496,25,24,1
12/03/2020,40-49,17787,16802,985,4038,73,57,16
12/03/2020,50-59,19467,18412,1055,3677,220,185,35
12/03/2020,60-69,13890,13241,649,3210,638,540,98
12/03/2020,70-79,8099,7618,481,3107,1119,934,185
12/03/2020,80 and older,9826,8939,887,5985,3062,2395,667
12/06/2020,0-9,5605,5337,268,1478,1,1,0
12/06/2020,10-19,12625,11694,931,2746,1,1,0
12/06/2020,20-29,23412,21739,1673,5024,6,5,1
12/06/2020,30-39,21026,19680,1346,4775,25,24,1
12/06/2020,40-49,18982,17954,1028,4310,74,58,16
12/06/2020,50-59,20736,19632,1104,3917,226,190,36
12/06/2020,60-69,14739,14068,671,3407,646,547,99
12/06/2020,70-79,8507,8007,500,3264,1135,949,186
12/06/2020,80 and older,10152,9261,891,6184,3110,2437,673
12/07/2020,0-9,5822,5540,282,1536,1,1,0
12/07/2020,10-19,13008,12051,957,2829,1,1,0
12/07/2020,20-29,23780,22060,1720,5103,6,5,1
12/07/2020,30-39,21340,19961,1379,4846,25,24,1
12/07/2020,40-49,19288,18234,1054,4379,74,58,16
12/07/2020,50-59,21107,19973,1134,3987,228,191,37
12/07/2020,60-69,14979,14299,680,3462,650,551,99
12/07/2020,70-79,8633,8129,504,3312,1140,954,186
12/07/2020,80 and older,10239,9341,898,6237,3117,2443,674
12/08/2020,0-9,5971,5689,282,1575,1,1,0
12/08/2020,10-19,13264,12305,959,2885,1,1,0
12/08/2020,20-29,24170,22456,1714,5186,6,5,1
12/08/2020,30-39,21687,20302,1385,4925,26,25,1
12/08/2020,40-49,19652,18594,1058,4462,76,60,16
12/08/2020,50-59,21447,20309,1138,4051,229,192,37
12/08/2020,60-69,15226,14543,683,3519,658,557,101
12/08/2020,70-79,8747,8236,511,3356,1149,963,186
12/08/2020,80 and older,10319,9408,911,6286,3139,2460,679
12/09/2020,0-9,6110,5819,291,1612,1,1,0
12/09/2020,10-19,13523,12559,964,2941,1,1,0
12/09/2020,20-29,24576,22863,1713,5273,6,5,1
12/09/2020,30-39,22082,20702,1380,5015,26,25,1
12/09/2020,40-49,20011,18950,1061,4543,77,61,16
12/09/2020,50-59,21833,20692,1141,4124,229,192,37
12/09/2020,60-69,15472,14783,689,3576,658,557,101
12/09/2020,70-79,8896,8380,516,3413,1157,971,186
12/09/2020,80 and older,10411,9495,916,6342,3172,2490,682
12/10/2020,0-9,6321,6021,300,1667,1,1,0
12/10/2020,10-19,13923,12924,999,3028,1,1,0
04/11/2020,20-29,1266,,,272,1,,
12/10/2020,20-29,25162,23386,1776,5399,6,5,1
12/10/2020,30-39,22647,21216,1431,5143,26,25,1
12/10/2020,40-49,20581,19476,1105,4673,77,61,16
12/10/2020,50-59,22434,21255,1179,4237,230,193,37
12/10/2020,60-69,15926,15221,705,3681,665,564,101
12/10/2020,70-79,9140,8604,536,3507,1168,975,193
12/10/2020,80 and older,10560,9643,917,6433,3189,2507,682
02/28/2021,40-49,39608,36953,2655,8993,115,94,21
02/28/2021,50-59,43571,40896,2675,8230,382,326,56
02/28/2021,60-69,30020,28395,1625,6939,961,828,133
02/28/2021,70-79,16163,15271,892,6201,1706,1438,268
02/28/2021,80 and older,15715,14362,1353,9573,4436,3544,892
03/29/2021,10-19,34725,31969,2756,7663,4,4,0
03/29/2021,20-29,53407,48439,4968,11476,9,9,0
03/29/2021,30-39,47771,43813,3958,10797,39,38,1
03/29/2021,40-49,43418,40205,3213,10032,124,101,23
03/29/2021,50-59,47449,44243,3206,9136,407,345,62
03/29/2021,60-69,32221,30328,1893,7313,1006,868,138
03/29/2021,70-79,16823,15865,958,6230,1769,1494,275
03/29/2021,80 and older,16092,14684,1408,9744,4525,3622,903
04/07/2021,0-9,18445,17434,1011,4900,2,1,1
04/07/2021,10-19,36390,33351,3039,8031,4,4,0
